Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450080166;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.375661188198428, 48.76020339724289]}";48.7602033972,2.3756611882
450080255;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.417085102662437, 48.906588608375394]}";48.9065886084,2.41708510266
450080187;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.37903121036382, 48.757061817885926]}";48.7570618179,2.37903121036
450080189;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.378350576847652, 48.76410158947251]}";48.7641015895,2.37835057685
450080216;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.349848413632769, 48.90462182666395]}";48.9046218267,2.34984841363
450019334;FONTNE_WALLACE;Caryatides;;;PLACE RICHARD BARET;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.321487449758495, 48.88445898024341]}";48.8844589802,2.32148744976
450019280;FONTNE_WALLACE;Caryatides;28F;;RUE DE LA GOUTTE D OR;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.352466207759614, 48.88497114563606]}";48.8849711456,2.35246620776
450070508;FONTNE_WALLACE;Caryatides;4;;RUE JEAN ANOUILH;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.378001710368753, 48.83165894696761]}";48.831658947,2.37800171037
450071163;FONTNE_WALLACE;Caryatides;;21;PLACE LOUIS ARMSTRONG;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.359556469556426, 48.836402790995464]}";48.836402791,2.35955646956
450071166;FONTNE_WALLACE;Caryatides;;17F;RUE GEOFFROY SAINT HILAIRE;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.356418280112674, 48.83975979799994]}";48.839759798,2.35641828011
450071168;FONTNE_WALLACE;Caryatides;;113;RUE BEAUNIER;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.331147722921364, 48.82404319063651]}";48.8240431906,2.33114772292
450070513;FONTNE_WALLACE;Caryatides;10;;ESPLANADE PIERRE VIDAL NAQUET;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.381593316534661, 48.829700892431106]}";48.8297008924,2.38159331653
450024992;FTNE_MILLENAIRE;Fontaine du Millénaire;2;;PLACE SAINT MICHEL;PARIS 6EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.343851865876374, 48.85366004955323]}";48.8536600496,2.34385186588
450070923;FTNE_MILLENAIRE;Fontaine du Millénaire;;1F;PLACE DE LA GARENNE;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.320164939010426, 48.83367746017775]}";48.8336774602,2.32016493901
450080375;FTNE_PETILLANTE;Fontaine pétillante;4;;PLACE EDMOND MICHELET;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.350434266240811, 48.859929484068005]}";48.8599294841,2.35043426624
450019293;BORNE_FONTAINE;GHM Ronde;24;;AVENUE LEDRU ROLLIN;PARIS 12EME ARRONDISSEMENT;NON;2017-09-26T02:00:00+00:00;;APP A RENOUVELER;"{""type"": ""Point"", ""coordinates"": [2.3696494880614862, 48.84688237336542]}";48.8468823734,2.36964948806
450019302;BORNE_FONTAINE;GHM Ville de Paris;;23;QUAI DE LA CORSE;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.347550984226587, 48.85582582786693]}";48.8558258279,2.34755098423
450080348;BORNE_FONTAINE;GHM Ville de Paris;;;AVENUE MATIGNON;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.311163710184717, 48.86941176190466]}";48.8694117619,2.31116371018
450073011;FONTAINE_ARCEAU;Fontaine Arceau;;45F;QUAI DE LA SEINE;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.374157657179288, 48.88627783847406]}";48.8862778385,2.37415765718
450077073;FONTAINE_ARCEAU;Fontaine Arceau;74 Face;;RUE D ASSAS;PARIS 6EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.33223679262963, 48.84514858092974]}";48.8451485809,2.33223679263
450080386;FONTAINE_ARCEAU;Fontaine Arceau;;F11;RUE DU BUIS;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.267510075544605, 48.847425910925196]}";48.8474259109,2.26751007554
450080634;FONTAINE_ARCEAU;Fontaine Arceau;20;;RUE CESARIA EVORA;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.378462707395676, 48.897940570742044]}";48.8979405707,2.3784627074
450025482;FONTAINE_BOIS;Wallace Bois;;;ROUTE DE LA FERME;PARIS 12EME ARRONDISSEMENT;NON;2020-11-18T01:00:00+00:00;2021-03-31T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.460647607554415, 48.82532467720249]}";48.8253246772,2.46064760755
450025583;FONTAINE_BOIS;Wallace Bois;;;ILE DE BERCY;PARIS 12EME ARRONDISSEMENT;NON;2020-11-19T01:00:00+00:00;2021-03-31T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.410961016242497, 48.83151107534472]}";48.8315110753,2.41096101624
450072514;FONTAINE_BOIS;GHM Bois;;;AVENUE DE LA PTE DE SAINT OUEN;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.330587526955839, 48.89990568408222]}";48.8999056841,2.33058752696
450072544;FONTAINE_BOIS;Particulier;;37F;RUE BOINOD;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.352336302692909, 48.89416257245235]}";48.8941625725,2.35233630269
450072812;FONTAINE_BOIS;Salamandre;;;PLACE DE L ABBE G HENOCQUE;PARIS 13EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.353278372316584, 48.823833139518335]}";48.8238331395,2.35327837232
450072608;FONTAINE_BOIS;GHM Bois;;303;RUE DES PYRENEES;PARIS 20EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.393271536614699, 48.86997389425433]}";48.8699738943,2.39327153661
450070522;FONTAINE_BOIS;Ville de Paris Bois;;;PORTE DES SABLONS;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.27072188982536, 48.87848634901397]}";48.878486349,2.27072188983
450072168;FONTAINE_BOIS;GHM Bois;;;PARC DE BERCY;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.381340516109189, 48.83704104605511]}";48.8370410461,2.38134051611
450072527;FONTAINE_BOIS;Particulier;26F;;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.364879402571858, 48.88594980676613]}";48.8859498068,2.36487940257
450071818;FONTAINE_BOIS;Wallace Bois;;1B;JARDIN MARCO POLO;PARIS 6EME ARRONDISSEMENT;NON;2020-09-30T02:00:00+00:00;2021-04-30T02:00:00+00:00;FERME DEMANDE TIERS;"{""type"": ""Point"", ""coordinates"": [2.336912616691828, 48.842408918923425]}";48.8424089189,2.33691261669
450072223;FONTAINE_BOIS;GHM Bois;;;PARC DE CHOISY;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.360943329036142, 48.82804302671382]}";48.8280430267,2.36094332904
450072537;FONTAINE_BOIS;GHM Bois;;33F;RUE DE LA BONNE;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.343753854311243, 48.8873845488001]}";48.8873845488,2.34375385431
450070533;FONTAINE_BOIS;Ville de Paris Bois;;;CHEMIN CEINTURE LAC INFERIEUR;PARIS 16EME ARRONDISSEMENT;NON;2021-01-19T01:00:00+00:00;2021-03-31T02:00:00+00:00;APP SANS EAU;"{""type"": ""Point"", ""coordinates"": [2.261678369031171, 48.8620788715343]}";48.8620788715,2.26167836903
450072232;FONTAINE_BOIS;GHM Bois;;;SQUARE GUSTAVE MESUREUR;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.362291541235097, 48.83392364499291]}";48.833923645,2.36229154124
450072430;FONTAINE_BOIS;GHM Bois;;;AVENUE EDOUARD VAILLANT;PARIS 16EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.253613384124459, 48.83726940233837]}";48.8372694023,2.25361338412
450072342;FONTAINE_BOIS;Bayard D1;50F;;RUE BLOMET;PARIS 15EME ARRONDISSEMENT;NON;2020-06-16T02:00:00+00:00;;FERME DEMANDE TIERS;"{""type"": ""Point"", ""coordinates"": [2.305794115715233, 48.84213362020594]}";48.8421336202,2.30579411572
450072415;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;69F;AVENUE FOCH;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.279554622917565, 48.87194664426867]}";48.8719466443,2.27955462292
450072475;FONTAINE_BOIS;Santa Cole Atlantida;;;PARC CLICHY BATIGNOLLES MARTIN LUTHER KING;PARIS 17EME ARRONDISSEMENT;NON;2021-02-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.314328847525757, 48.89097705536851]}";48.8909770554,2.31432884753
450071864;FONTAINE_BOIS;GHM Bois;;;JARDIN DES CHAMPS ELYSEES;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.316241124600049, 48.865417414910624]}";48.8654174149,2.3162411246
450072636;FONTAINE_BOIS;GHM Bois;;;JARDIN DE LA GARE DE CHARONNE;PARIS 20EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.409137497611917, 48.852592744874656]}";48.8525927449,2.40913749761
450072572;FONTAINE_BOIS;GHM Bois;;;PARC DES BUTTES CHAUMONT;PARIS 19EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.385276063487113, 48.88263561547039]}";48.8826356155,2.38527606349
450077668;FONTAINE_BOIS;Ville de Paris Bois;;;CHEMIN DU PARC DE CHARONNE;PARIS 20EME ARRONDISSEMENT;NON;2020-11-24T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.403623397508888, 48.86061996941265]}";48.8606199694,2.40362339751
450077670;FONTAINE_BOIS;Wallace Bois;;;ROUTE DU GRAND MARECHAL;PARIS 12EME ARRONDISSEMENT;NON;2020-11-18T01:00:00+00:00;2021-03-31T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.456419862877317, 48.84129460324431]}";48.8412946032,2.45641986288
450077699;FONTAINE_BOIS;;;;AVENUE TRANSVERSALE;PARIS 17EME ARRONDISSEMENT;NON;2020-11-26T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.313928233834197, 48.8977225286367]}";48.8977225286,2.31392823383
450077727;FONTAINE_BOIS;;;;RUE FROIDEVAUX;PARIS 14EME ARRONDISSEMENT;NON;2020-11-25T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.32712333108404, 48.83637858432339]}";48.8363785843,2.32712333108
450077732;FONTAINE_BOIS;En brique;;;AVENUE DU MAINE;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.32347831793751, 48.83766434857882]}";48.8376643486,2.32347831794
450077169;FONTAINE_BOIS;Bayard BF3;;;RUE CURIAL;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.37502189129115, 48.895713804046515]}";48.895713804,2.37502189129
450077501;FONTAINE_BOIS;Metalco Fuente;;;RUE DE TANGER;PARIS 19EME ARRONDISSEMENT;NON;2020-12-02T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.370648920343553, 48.886798207499865]}";48.8867982075,2.37064892034
450077504;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE EMILE BOLLAERT;PARIS 19EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.376055304383751, 48.89993203546145]}";48.8999320355,2.37605530438
450077517;FONTAINE_BOIS;GHM Bois;;;PARC DES BUTTES CHAUMONT;PARIS 19EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.380641875007178, 48.87871396062618]}";48.8787139606,2.38064187501
450077521;FONTAINE_BOIS;GHM Bois;;;RUE BELGRAND;PARIS 20EME ARRONDISSEMENT;NON;2020-12-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.399964419201557, 48.86616611739005]}";48.8661661174,2.3999644192
450080250;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.416950355424819, 48.904175876527496]}";48.9041758765,2.41695035542
450080164;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.371975793489118, 48.765715023658984]}";48.7657150237,2.37197579349
450080194;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.372967810531852, 48.764210154920015]}";48.7642101549,2.37296781053
450080200;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;NON;2020-11-23T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.377484285342797, 48.76542394810786]}";48.7654239481,2.37748428534
450080284;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2020-11-26T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.367072572339683, 48.81288174281626]}";48.8128817428,2.36707257234
450019275;FONTNE_WALLACE;Caryatides;6F;;PLACE TRISTAN BERNARD;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.2911552959863712, 48.879483771053046]}";48.8794837711,2.29115529599
450019277;FONTNE_WALLACE;Caryatides;;3;PLACE DE LEVIS;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.313582869771277, 48.88359551988131]}";48.8835955199,2.31358286977
450024924;FONTNE_WALLACE;Caryatides;;133;RUE DE L ABBE GROULT;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.302339772206093, 48.83583215898379]}";48.835832159,2.30233977221
450070775;FONTNE_WALLACE;Caryatides;4F;;PLACE DU 18 JUIN 1940;PARIS 6EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.324046830688375, 48.844120034578474]}";48.8441200346,2.32404683069
450024945;FONTNE_WALLACE;Caryatides;;63F;AVENUE REILLE;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.336117768996338, 48.82437977826481]}";48.8243797783,2.336117769
450024929;BORNE_FONTAINE;BF Bayard;;59;RUE SAINT CHARLES;PARIS 15EME ARRONDISSEMENT;NON;2019-08-23T02:00:00+00:00;;APP SIGNALE;"{""type"": ""Point"", ""coordinates"": [2.287589053637282, 48.84889970875004]}";48.8488997088,2.28758905364
450077074;FONTAINE_ARCEAU;Fontaine Arceau;;71;QUAI D AUSTERLITZ;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.36762104986372, 48.8419357008697]}";48.8419357009,2.36762104986
450072951;FONTAINE_ARCEAU;Fontaine Arceau;128;;BOULEVARD MURAT;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.259635295505225, 48.83708148658485]}";48.8370814866,2.25963529551
450080604;FONTAINE_ARCEAU;Fontaine Arceau;6F;;RUE DE LA ROQUETTE;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.370348969199144, 48.85351841071338]}";48.8535184107,2.3703489692
450025403;FONTAINE_BOIS;Wallace Bois;;;ROUTE DE LA DAME BLANCHE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.4418003364380603, 48.84486597992988]}";48.8448659799,2.44180033644
450025566;FONTAINE_BOIS;Wallace Bois;;;ROUTE CEINTURE LAC DAUMESNIL;PARIS 12EME ARRONDISSEMENT;NON;2020-09-30T02:00:00+00:00;;APP A REPARER;"{""type"": ""Point"", ""coordinates"": [2.4166271569535063, 48.83140057743248]}";48.8314005774,2.41662715695
450071811;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;19F;SQUARE PAUL LANGEVIN;PARIS 5EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.3506605896480233, 48.84762280836267]}";48.8476228084,2.35066058965
450071815;FONTAINE_BOIS;GHM Bois;;3F;PLACE DU PUITS DE L ERMITE;PARIS 5EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.3539877277903862, 48.842238780944875]}";48.8422387809,2.35398772779
450072349;FONTAINE_BOIS;Particulier;1;;RUE PLATON;PARIS 15EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.310581102960895, 48.83761493128144]}";48.8376149313,2.31058110296
450072298;FONTAINE_BOIS;GHM Bois;;215;RUE VERCINGETORIX;PARIS 14EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;2021-04-30T02:00:00+00:00;;"{""type"": ""Point"", ""coordinates"": [2.308275889382546, 48.8302103185787]}";48.8302103186,2.30827588938
450072171;FONTAINE_BOIS;GHM Bois;;;PARC DE BERCY;PARIS 12EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.383670375439054, 48.83525137429484]}";48.8352513743,2.38367037544
450072433;FONTAINE_BOIS;GHM Bois;;;JARDIN DES SERRES D'AUTEUILS;PARIS 16EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.25294482294174, 48.84712747547777]}";48.8471274755,2.25294482294
450072209;FONTAINE_BOIS;Particulier;;57F;RUE DE CROULEBARBE;PARIS 13EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.34859890423739, 48.83214203536022]}";48.8321420354,2.34859890424
450072522;FONTAINE_BOIS;GHM Bois;;25;RUE DES CLOYS;PARIS 18EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.338897431787558, 48.89248816113903]}";48.8924881611,2.33889743179
450072389;FONTAINE_BOIS;Particulier;;119;BOULEVARD LEFEBVRE;PARIS 15EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.298180152858908, 48.82955795588388]}";48.8295579559,2.29818015286
450072217;FONTAINE_BOIS;Particulier;14;;AVENUE BOUTROUX;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.375976146024522, 48.82174490412282]}";48.8217449041,2.37597614602
450072573;FONTAINE_BOIS;GHM Bois;;;PARC DES BUTTES CHAUMONT;PARIS 19EME ARRONDISSEMENT;NON;2020-12-07T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.386822565391552, 48.88139876720761]}";48.8813987672,2.38682256539
450072582;FONTAINE_BOIS;GHM Bois;;;ALLEE DES ORGUES DE FLANDRE;PARIS 19EME ARRONDISSEMENT;NON;2020-12-09T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.37366759259192, 48.88990289260996]}";48.8899028926,2.37366759259
450072457;FONTAINE_BOIS;Bayard D1;;;RUE STEPHANE GRAPPELLI;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.304252804642711, 48.89193271228157]}";48.8919327123,2.30425280464
450072549;FONTAINE_BOIS;GHM Bois;;;SQUARE NADAR;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.342163866712215, 48.88584174351494]}";48.8858417435,2.34216386671
450072550;FONTAINE_BOIS;GHM Bois;;;RUE DE JESSAINT;PARIS 18EME ARRONDISSEMENT;NON;2020-12-10T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.356057487742885, 48.88517464365291]}";48.8851746437,2.35605748774
450072451;FONTAINE_BOIS;GHM Bois;;59;RUE BAYEN;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.290644286421737, 48.882216317492784]}";48.8822163175,2.29064428642
450071859;FONTAINE_BOIS;Particulier;;;JARDIN DES CHAMPS ELYSEES;PARIS 8EME ARRONDISSEMENT;NON;2019-03-21T01:00:00+00:00;;APP A REPARER;"{""type"": ""Point"", ""coordinates"": [2.312795452497449, 48.86865993606328]}";48.8686599361,2.3127954525
450071869;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;NON;2020-12-04T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.311238623648795, 48.88035328331216]}";48.8803532833,2.31123862365
450072131;FONTAINE_BOIS;Bayard D1;;13F;BOULEVARD JULES FERRY;PARIS 11EME ARRONDISSEMENT;NON;2020-12-08T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.36826162982835, 48.86746395987592]}";48.8674639599,2.36826162983
450071878;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.306366823324664, 48.87906463820348]}";48.8790646382,2.30636682332
450072568;FONTAINE_BOIS;GHM Bois;;7F;RUE JACQUES DUCHESNE;PARIS 19EME ARRONDISSEMENT;NON;2020-12-03T01:00:00+00:00;;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.375362382735975, 48.899551066072306]}";48.8995510661,2.37536238274
450072647;FONTAINE_BOIS;GHM Bois;;;SQUARE SARAH BERNHARDT;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.403543499032413, 48.8490584456845]}";48.8490584457,2.40354349903
450071918;FONTAINE_BOIS;GHM Bois;;;SQUARE ALBAN SATRAGNE;PARIS 10EME ARRONDISSEMENT;NON;2021-02-09T01:00:00+00:00;2021-04-30T02:00:00+00:00;FERMETURE HIVERNALE;"{""type"": ""Point"", ""coordinates"": [2.354943973284499, 48.87563378639562]}";48.8756337864,2.35494397328
450071731;FONTAINE_BOIS;Santa Cole Atlantida;;;JARDIN ANNE FRANCK;PARIS 3EME ARRONDISSEMENT;OUI;;;;"{""type"": ""Point"", ""coordinates"": [2.355033766154031, 48.86190857430934]}";48.8619085743,2.35503376615
